MWSC,Name,Type_n_Type,RAhour,RA,DEC,GLON,GLAT,r0,r1,r2,pmRA,pmDE,e_pm,RV,e_RV,o_RV,N1sr0,N1sr1,N1sr2,d,E(B-V),MOD,E(J-Ks),E(J-H),dH,logt,e_logt,Nt,rc,e_rc,rt,e_rt,k,e_k,Src,SType,[Fe/H],e_[Fe/H],o_[Fe/H]
173,Stock_2,-,2.244,33.65999937057495,59.44,133.334,-1.744,0.15,0.925,1.7,16.13,-14.5,0.17,1.81,1.82,27,29,366,661,400.0,0.339,8.12,0.163,0.109,-0.01,8.44,0.0,-1,3.73,0.33,18.85,2.12,24.54,1.4,COCD,-,-0.14,0.2,-
175,NGC_869,-,2.316,34.739999771118164,57.145,134.616,-3.731,0.06,0.24,0.535,-2.81,0.05,0.1,-41.77,1.57,24,51,630,2233,2300.0,0.521,11.976,0.25,0.167,0.0,7.28,0.0,-1,11.27,1.21,32.25,2.47,4.05,0.48,COCD,ass,-0.3,9.99,-
177,Berkeley_63,-,2.3266,34.899001121520996,63.73,132.497,2.504,0.015,0.045,0.11,-2.6,2.98,0.6,999.99,99.99,0,3,16,72,3991.0,0.916,13.3,0.44,0.293,0.0,8.9,0.0,-1,1.29,0.45,14.29,5.49,1.72,0.49,DIAS,-,99.999,9.99,-
179,SAI_17,-,2.3475,35.21250128746033,59.2,134.161,-1.712,0.012,0.04,0.08,0.03,-0.32,0.49,999.99,99.99,0,4,22,51,4000.0,1.049,13.348,0.504,0.336,0.0,8.9,0.0,-1,0.91,0.17,12.1,2.54,8.13,1.47,DIAS,-,99.999,9.99,-
180,ASCC_8,-,2.346,35.18999934196472,59.69,133.985,-1.255,0.04,0.115,0.24,-0.82,0.19,0.23,-12.89,99.99,1,17,87,346,1801.0,0.6,11.471,0.288,0.192,0.0,7.77,0.0,1,1.46,0.43,11.79,3.69,3.51,0.6,COCD,-,99.999,9.99,-
182,Berkeley_64,-,2.361,35.415000915527344,65.89,131.972,4.611,0.015,0.06,0.107,-2.19,2.38,0.36,999.99,99.99,0,4,37,90,4801.0,0.899,13.696,0.432,0.288,-0.01,9.0,0.0,-1,1.76,0.58,18.42,6.68,0.89,0.24,DIAS,-,-0.61,9.99,-
184,NGC_884,-,2.3675,35.51250100135803,57.145,135.012,-3.59,0.05,0.175,0.44,-4.0,1.65,0.14,-43.55,0.94,15,38,311,1609,2345.0,0.56,12.031,0.269,0.179,0.0,7.2,0.0,-1,2.43,0.37,39.42,8.66,3.4,0.43,COCD,ass,-0.3,9.99,-
186,NGC_886,-,2.3908,35.86199998855591,63.755,132.889,2.673,0.03,0.08,0.17,-1.47,0.52,0.41,999.99,99.99,0,8,40,145,1000.0,0.5,10.161,0.24,0.16,-0.03,8.75,0.0,-1,0.59,0.17,5.5,1.71,14.95,2.96,COCD,-,99.999,9.99,-
192,IRAS_02232+6138,-,2.4428,36.642000675201416,61.988,133.847,1.146,0.03,0.115,0.19,-0.85,1.3,0.48,-47.1,99.99,1,3,31,79,1835.0,1.187,11.7,0.57,0.38,-0.02,6.85,0.0,-1,3.7,0.37,8.47,0.52,22.05,3.1,LLEM,emb,99.999,9.99,-
193,FSR_0584,-,2.4535,36.8025004863739,61.628,134.047,0.837,0.012,0.05,0.093,1.19,0.55,0.69,999.99,99.99,0,2,11,19,2009.0,1.041,11.85,0.5,0.333,-0.06,9.1,0.0,-1,0.78,1.07,9.4,13.87,0.24,0.27,DIAS,irc,99.999,9.99,-
196,FSR_0591,-,2.461,36.91499948501587,58.758,135.139,-1.818,0.015,0.055,0.1,-0.98,1.52,0.46,999.99,99.99,0,4,25,64,2297.0,0.604,12.0,0.29,0.193,-0.01,6.85,0.0,-1,0.78,0.19,7.9,2.02,7.77,1.58,DIAS,irc,99.999,9.99,-
199,Tombaugh_4,-,2.486,37.290000915527344,61.785,134.205,1.068,0.03,0.07,0.12,0.91,-2.72,0.28,999.99,99.99,0,30,61,105,3700.0,1.249,13.243,0.6,0.4,-0.005,8.64,0.0,-1,1.63,0.46,13.99,4.05,1.41,0.32,DIAS,-,99.999,9.99,-
200,Teutsch_55,-,2.49,37.35000014305115,62.07,134.127,1.343,0.018,0.065,0.115,-0.2,-2.63,0.32,999.99,99.99,0,5,50,101,2006.0,0.895,11.8,0.43,0.287,0.03,8.735,0.0,-1,0.7,0.27,8.52,3.63,4.98,1.57,DIAS,-,99.999,9.99,-
201,FSR_0568,-,2.482,37.23000168800354,72.19,130.308,10.726,0.017,0.06,0.16,-2.46,0.28,0.55,999.99,99.99,0,4,22,110,2301.0,0.96,12.118,0.461,0.307,0.03,9.0,0.029,6,1.09,0.34,9.97,3.33,3.58,0.84,FPOS,-,99.999,9.99,-
202,Stock_7,-,2.4955,37.43250131607056,60.675,134.679,0.061,0.012,0.08,0.145,-2.38,-1.33,0.37,-3.67,6.33,3,2,43,97,850.0,0.531,9.818,0.255,0.17,-0.04,7.8,0.0,-1,0.76,0.22,3.89,1.06,15.09,2.52,COCD,-,99.999,9.99,-
206,FSR_0620,-,2.5115,37.67249822616577,51.805,138.122,-8.119,0.02,0.08,0.18,-2.09,1.12,0.41,999.99,99.99,0,4,36,151,2200.0,0.57,11.896,0.274,0.183,0.01,8.84,0.113,4,1.36,0.48,12.19,4.65,1.84,0.45,FPOS,-,99.999,9.99,-
207,FSR_0569,-,2.519,37.785000801086426,72.48,130.356,11.058,0.02,0.075,0.13,-1.66,1.13,0.59,999.99,99.99,0,3,21,50,2375.0,1.312,12.3,0.63,0.42,0.06,8.375,0.0,-1,3.03,1.9,8.31,3.68,0.6,0.44,FPOS,-,99.999,9.99,-
208,NGC_956,-,2.533,37.99499988555908,44.58,141.153,-14.709,0.02,0.075,0.14,0.98,0.07,0.55,999.99,99.99,0,4,17,52,2613.0,0.354,12.2,0.17,0.113,0.03,9.1,0.0,-1,1.06,0.69,9.9,7.15,0.96,0.45,DIAS,dub,99.999,9.99,-
209,IC_1805,-,2.5455,38.18250060081482,61.455,134.722,0.921,0.045,0.15,0.27,-1.4,-2.23,0.21,-48.5,6.11,6,13,150,486,1700.0,0.799,11.41,0.384,0.256,-0.01,7.25,0.0,-1,1.88,0.2,12.91,1.43,21.14,1.1,COCD,-,99.999,9.99,-
210,Czernik_8,-,2.5503,38.25449824333191,58.768,135.78,-1.55,0.013,0.05,0.09,-0.6,-0.26,0.48,999.99,99.99,0,3,29,87,1410.0,0.799,11.003,0.384,0.256,-0.015,8.175,0.0,1,0.67,0.15,5.26,1.2,11.67,1.93,DIAS,-,99.999,9.99,-
211,NGC_957,-,2.5585,38.377500772476196,57.573,136.297,-2.629,0.04,0.17,0.29,-1.01,1.39,0.16,-40.88,3.0,4,28,238,568,1900.0,0.631,11.597,0.303,0.202,-0.005,7.25,0.0,-1,2.01,0.36,14.73,2.74,6.6,0.59,COCD,-,99.999,9.99,-
212,Czernik_9,-,2.559,38.385000228881836,59.875,135.418,-0.502,0.012,0.05,0.09,-2.62,-3.09,0.38,999.99,99.99,0,3,32,71,1900.0,1.049,11.731,0.504,0.336,0.0,8.75,0.0,-1,0.34,0.17,6.07,3.44,7.44,4.27,DIAS,-,99.999,9.99,-
213,Czernik_10,-,2.565,38.475000858306885,60.18,135.342,-0.203,0.02,0.045,0.09,-4.33,-2.86,0.42,999.99,99.99,0,11,30,68,2500.0,1.349,12.424,0.648,0.432,0.0,8.502,0.051,6,0.66,0.15,7.34,1.89,14.81,2.83,DIAS,dub,99.999,9.99,-
215,SAI_21,-,2.5805,38.70749831199646,62.588,134.514,2.061,0.015,0.06,0.09,-1.25,-2.1,0.46,999.99,99.99,0,2,24,44,1900.0,0.65,11.603,0.312,0.208,0.0,8.95,0.0,-1,0.66,0.19,5.81,1.76,8.78,1.89,DIAS,-,99.999,9.99,-
216,King_4,-,2.6015,39.02250051498413,59.025,136.046,-1.159,0.015,0.09,0.18,-1.74,-0.09,0.26,-58.3,99.99,1,4,89,242,2801.0,0.895,12.525,0.43,0.287,-0.01,8.205,0.02,9,0.82,0.37,12.7,6.44,2.63,1.19,DIAS,-,99.999,9.99,-
219,Trumpler_2,-,2.6245,39.36750054359436,55.95,137.433,-3.911,0.07,0.2,0.44,0.78,-4.0,0.28,-27.5,11.5,2,21,111,480,670.0,0.321,9.234,0.154,0.103,-0.01,7.925,0.0,-1,5.78,3.77,7.2,1.5,12.74,20.84,COCD,-,99.999,9.99,-
221,Berkeley_65,-,2.65,39.750001430511475,60.4,135.836,0.248,0.025,0.06,0.11,0.12,-2.57,0.31,999.99,99.99,0,22,59,137,2501.0,1.099,12.344,0.528,0.352,-0.02,7.2,0.0,-1,0.67,0.23,8.47,3.2,6.35,1.99,DIAS,-,99.999,9.99,-
222,Czernik_12,-,2.6562,39.84299898147583,54.913,138.099,-4.752,0.02,0.055,0.125,-0.78,-0.34,0.39,999.99,99.99,0,16,38,112,2000.0,0.26,11.589,0.125,0.083,-0.02,9.1,0.0,-1,0.76,0.17,7.6,1.83,12.23,2.18,DIAS,-,99.999,9.99,-
223,NGC_1039,-,2.7033,40.54949998855591,42.79,143.659,-15.584,0.16,0.375,0.73,-0.28,-6.73,0.13,-18.2,1.4,3,106,290,513,510.0,0.077,8.563,0.037,0.025,0.005,8.383,0.077,5,2.37,0.29,8.22,0.78,47.6,4.82,COCD,-,0.07,0.03,-
224,FSR_0614,-,2.708,40.619999170303345,56.735,137.749,-2.912,0.018,0.06,0.13,0.17,-2.66,0.47,999.99,99.99,0,5,31,109,2787.0,0.854,12.5,0.41,0.273,0.0,6.75,0.0,-1,0.85,0.32,10.37,4.21,3.27,1.11,DIAS,irc,99.999,9.99,-
225,NGC_1027,-,2.711,40.66499948501587,61.62,135.742,1.543,0.025,0.13,0.235,-2.22,-0.83,0.24,15.0,3.8,1,5,118,273,950.0,0.25,9.969,0.12,0.08,0.0,8.55,0.0,-1,1.46,0.3,5.74,1.01,11.06,1.75,COCD,-,99.999,9.99,-
227,Czernik_13,-,2.7409,41.11350059509277,62.318,135.642,2.265,0.013,0.05,0.1,0.29,-0.32,0.41,999.99,99.99,0,7,37,145,4101.0,0.949,13.37,0.456,0.304,0.0,6.855,0.0,-1,1.76,0.45,12.7,3.16,1.89,0.34,DIAS,-,99.999,9.99,-
228,ASCC_9,-,2.783,41.74499988555908,57.745,137.874,-1.739,0.03,0.1,0.21,-0.32,-2.5,0.21,-41.75,1.25,2,11,119,415,2901.0,0.899,12.602,0.432,0.288,0.0,7.0,0.0,-1,4.94,1.0,16.06,2.51,2.04,0.39,COCD,-,99.999,9.99,-
232,Teutsch_162,-,2.7945,41.91750168800354,61.973,136.129,2.113,0.02,0.06,0.11,-1.45,-1.56,0.46,999.99,99.99,0,4,21,37,1600.0,0.949,11.326,0.456,0.304,0.0,7.0,0.0,-1,0.9,0.23,3.68,0.76,14.63,2.83,DIAS,-,99.999,9.99,-
236,IC_1848,-,2.8518,42.77699947357178,60.41,137.186,0.89,0.045,0.16,0.27,-0.79,-0.89,0.23,-47.38,6.87,4,33,140,254,1500.0,0.67,11.096,0.322,0.215,-0.05,6.85,0.0,-1,1.67,0.39,9.46,2.16,6.35,0.79,COCD,-,99.999,9.99,-
240,IRAS_02497+6217,-,2.9085,43.62749934196472,62.525,136.598,2.962,0.03,0.125,0.215,0.79,-1.42,0.45,999.99,99.99,0,4,38,95,2056.0,1.041,11.9,0.5,0.333,0.0,6.8,0.0,-1,1.19,0.49,9.73,4.0,1.65,0.55,LLEM,emb,99.999,9.99,-
243,FSR_0581,-,2.9351,44.026501178741455,68.825,133.827,8.63,0.02,0.08,0.14,0.76,-3.04,0.43,999.99,99.99,0,5,25,55,930.0,0.799,10.1,0.384,0.256,0.0,8.4,0.0,-1,0.32,0.1,4.01,1.39,31.52,8.77,FPOS,-,99.999,9.99,-
246,IRAS_02541+6208,-,2.988,44.8199987411499,62.3,137.192,3.018,0.03,0.18,0.32,1.49,-0.76,0.27,-53.17,99.99,0,3,66,212,2273.0,2.228,12.5,1.07,0.714,0.11,6.65,0.0,-1,13.55,5.84,19.05,3.16,0.82,0.8,LLEM,emb,99.999,9.99,-
249,SAI_24,-,2.991,44.86499905586243,60.55,138.037,1.485,0.025,0.045,0.115,-1.42,-0.2,0.75,-40.0,99.99,1,6,15,54,1000.0,0.5,10.161,0.24,0.16,-0.07,7.2,0.0,-1,0.28,0.1,3.88,1.42,18.32,7.18,DIAS,-,99.999,9.99,-
250,SAI_25,-,3.0065,45.09750008583069,57.285,139.688,-1.334,0.01,0.07,0.135,2.04,1.94,0.4,999.99,99.99,0,4,44,92,2300.0,0.97,12.121,0.466,0.311,-0.025,9.185,0.029,13,0.65,0.17,9.64,2.73,8.6,2.37,DIAS,-,99.999,9.99,-
255,Berkeley_66,-,3.0677,46.015498638153076,58.74,139.415,0.175,0.02,0.055,0.115,2.81,0.03,0.32,-50.65,0.05,2,18,71,221,7002.0,1.149,14.596,0.552,0.368,-0.02,9.15,0.0,-1,2.5,0.29,24.06,3.05,4.82,0.41,DIAS,-,-0.48,0.24,-
256,NGC_1193,-,3.098,46.47000074386597,44.38,146.8,-12.176,0.02,0.04,0.08,-1.47,0.42,1.11,-82.0,10.39,4,4,10,27,6000.0,0.2,13.955,0.096,0.064,-0.02,9.3,0.0,-1,2.17,0.34,13.29,1.91,3.31,0.37,DIAS,-,-0.293,0.17,-
258,FSR_0612,-,3.17,47.55000114440918,64.28,137.291,5.345,0.02,0.06,0.09,0.58,-1.84,0.48,999.99,99.99,0,7,30,50,1900.0,0.899,11.683,0.432,0.288,0.0,9.092,0.037,8,0.31,0.12,4.44,1.96,19.05,8.04,FPOS,-,99.999,9.99,-
261,NGC_1220,-,3.1948,47.921998500823975,53.347,143.033,-3.965,0.01,0.04,0.085,0.3,0.4,0.51,999.99,99.99,0,2,22,58,2100.0,0.75,11.852,0.36,0.24,-0.05,8.2,0.0,-1,0.36,0.15,7.13,2.9,7.34,3.65,DIAS,-,99.999,9.99,-
262,Trumpler_3,-,3.2035,48.0525004863739,63.15,138.063,4.488,0.04,0.235,0.47,-1.8,1.6,0.19,-8.58,1.12,2,12,163,502,620.0,0.221,9.033,0.106,0.071,-0.015,8.005,0.0,-1,0.94,0.17,8.15,1.66,25.25,2.65,COCD,-,99.999,9.99,-
264,NGC_1245,-,3.2467,48.70050072669983,47.253,146.648,-8.913,0.025,0.19,0.37,-2.06,1.66,0.15,-29.5,1.0,15,11,243,470,3000.0,0.25,12.466,0.12,0.08,-0.025,9.025,0.011,75,2.73,0.55,30.93,7.01,1.88,0.28,DIAS,-,0.1,0.15,-
265,King_5,-,3.2462,48.69300127029419,52.697,143.768,-4.281,0.02,0.14,0.225,0.6,0.4,0.17,-52.0,2.75,19,9,186,316,2200.0,0.67,11.928,0.322,0.215,-0.03,9.09,0.02,48,2.09,0.27,14.56,1.9,10.74,0.69,DIAS,-,-0.3,0.17,-
267,Czernik_14,-,3.2845,49.267498254776,58.605,140.94,0.917,0.013,0.04,0.07,0.33,-2.46,0.42,999.99,99.99,0,3,24,50,2200.0,1.07,12.056,0.514,0.343,0.0,8.584,0.035,9,0.57,0.1,5.39,1.05,28.33,4.1,DIAS,-,99.999,9.99,-
272,FSR_0628,-,3.3867,50.800498723983765,60.55,140.548,2.974,0.02,0.06,0.1,-1.42,-4.38,0.35,999.99,99.99,0,10,53,89,5001.0,1.049,13.833,0.504,0.336,0.0,9.25,0.0,-1,2.76,0.88,10.54,2.52,0.85,0.22,DIAS,irc,99.999,9.99,-
274,Melotte_20,-,3.445,51.67499899864197,48.8,147.482,-6.533,0.25,2.0,6.1,21.49,-26.11,0.18,-1.44,0.65,90,12,209,621,175.0,0.09,6.244,0.043,0.029,-0.04,7.7,0.0,-1,3.49,0.43,21.65,2.62,7.88,0.43,COCD,ass,99.999,9.99,-
275,ASCC_10,-,3.451,51.76499962806702,35.03,155.615,-17.787,0.045,0.2,0.53,-2.9,-1.6,0.35,999.99,99.99,0,3,41,205,700.0,0.1,9.258,0.048,0.032,0.0,8.717,0.03,6,1.46,0.69,8.95,4.21,2.55,0.55,COCD,-,99.999,9.99,-
277,King_6,-,3.4675,52.01249957084656,56.465,143.342,-0.073,0.025,0.12,0.26,2.45,-1.82,0.2,999.99,99.99,0,11,153,449,632.0,0.3,9.1,0.144,0.096,-0.08,8.975,0.0,1,0.67,0.16,4.41,1.07,34.46,4.04,COCD,-,0.46,9.99,-
282,Czernik_16,-,3.5195,52.792500257492065,52.632,145.888,-2.974,0.02,0.075,0.145,-2.62,-0.89,0.26,999.99,99.99,0,10,80,214,2700.0,1.149,12.527,0.552,0.368,0.0,7.3,0.0,-1,2.65,0.58,12.95,2.6,2.79,0.33,DIAS,-,99.999,9.99,-
283,NGC_1342,-,3.5336,53.00400137901306,37.357,155.022,-15.318,0.035,0.105,0.275,-3.12,-5.5,0.27,-11.5,0.4,2,10,56,190,665.0,0.331,9.221,0.159,0.106,-0.01,8.6,0.0,-1,1.01,0.21,5.24,1.0,31.32,3.02,COCD,-,-0.16,0.11,-
284,ASCC_11,-,3.538,53.07000160217285,44.84,150.558,-9.236,0.05,0.21,0.41,1.26,-4.75,0.17,0.73,5.64,3,12,145,407,837.0,0.271,9.701,0.13,0.087,-0.01,8.345,0.0,1,4.57,1.42,8.32,1.28,12.34,7.1,COCD,-,99.999,9.99,-
285,FSR_0632,-,3.543,53.144999742507935,59.21,142.276,2.527,0.015,0.06,0.155,1.87,-2.32,0.46,999.99,99.99,0,5,31,146,1037.0,0.687,10.3,0.33,0.22,-0.015,8.35,0.0,-1,0.49,0.16,5.72,2.12,15.32,3.93,FPOS,-,99.999,9.99,-
286,Berkeley_9,-,3.5442,53.16299915313721,52.65,146.062,-2.83,0.025,0.065,0.13,-2.39,-2.43,0.27,999.99,99.99,0,23,76,185,1550.0,0.75,11.193,0.36,0.24,-0.02,9.3,0.041,17,0.77,0.14,5.96,1.12,32.46,3.32,DIAS,-,99.999,9.99,-
289,NGC_1348,-,3.57,53.54999899864197,51.4,146.981,-3.712,0.015,0.06,0.11,1.92,-3.35,0.35,999.99,99.99,0,7,47,85,1800.0,0.849,11.55,0.408,0.272,-0.01,8.45,0.0,-1,1.65,0.27,4.83,0.57,16.56,2.83,DIAS,-,0.07,9.99,-
290,Berkeley_10,-,3.66,54.90000128746033,66.49,138.615,8.881,0.03,0.14,0.235,-1.72,-1.22,0.23,999.99,99.99,0,13,103,172,2201.0,0.799,11.97,0.384,0.256,-0.03,8.81,0.025,25,0.8,0.23,13.24,4.25,7.51,2.14,DIAS,-,-0.49,9.99,-
301,IC_348,-,3.7435,56.15249991416931,32.15,160.501,-17.812,0.025,0.125,0.26,4.33,-10.17,0.44,16.03,3.77,3,1,26,48,480.0,1.049,8.744,0.504,0.336,-0.045,6.78,0.0,-1,0.44,0.08,3.66,0.73,104.67,11.04,COCD,-,99.999,9.99,-
304,Juchert_11,-,3.789,56.83500051498413,53.902,147.076,-0.515,0.02,0.05,0.09,-3.25,-5.02,0.63,999.99,99.99,0,9,28,51,3000.0,1.901,12.997,0.913,0.609,-0.015,8.9,0.0,-1,0.58,0.16,7.82,2.34,10.65,2.93,DIAS,-,99.999,9.99,-
305,Melotte_22,-,3.767,56.50499939918518,24.37,166.199,-23.489,0.35,2.5,6.2,19.4,-46.0,0.15,5.51,0.33,106,33,307,488,130.0,0.021,5.576,0.01,0.007,-0.02,8.15,0.0,-1,2.16,0.19,16.53,1.52,30.16,1.38,COCD,-,-0.036,0.116,-
306,Tombaugh_5,-,3.801,57.01500177383423,59.07,143.952,3.604,0.02,0.13,0.27,1.2,-1.42,0.14,-5.8,0.3,1,11,224,688,1350.0,0.55,10.829,0.264,0.176,-0.05,8.846,0.014,24,2.38,0.46,9.99,1.7,7.43,0.94,COCD,-,99.999,9.99,-
308,NGC_1444,-,3.8233,57.34949827194214,52.64,148.101,-1.314,0.015,0.06,0.1,-2.26,-4.2,0.56,2.0,2.86,2,3,19,32,1300.0,0.6,10.763,0.288,0.192,-0.01,6.85,0.0,-1,0.53,0.13,5.34,1.29,9.63,2.23,DIAS,-,99.999,9.99,-
321,King_7,-,3.9852,59.77799892425537,51.782,149.795,-1.027,0.05,0.185,0.35,-2.56,1.26,0.12,999.99,99.99,0,81,384,886,2628.0,1.249,12.5,0.6,0.4,0.0,8.85,0.014,136,2.05,0.29,21.61,3.36,8.18,0.82,DIAS,-,99.999,9.99,-
323,Alicante_1,-,3.9857,59.78549838066101,57.24,146.247,3.122,0.01,0.03,0.06,-1.76,1.36,1.0,-32.4,99.99,1,2,9,23,4299.0,0.6,13.36,0.288,0.192,0.0,6.35,0.0,-1,0.46,0.19,7.18,2.79,4.44,2.28,DIAS,-,99.999,9.99,-
329,FSR_0689,-,4.051,60.76500177383423,41.303,157.231,-8.472,0.018,0.075,0.14,-2.02,-9.43,0.45,999.99,99.99,0,3,29,69,1705.0,1.062,11.5,0.51,0.34,0.0,9.2,0.0,-1,0.56,0.22,8.48,3.8,5.99,2.25,FPOS,-,99.999,9.99,-
343,NGC_1502,-,4.1305,61.95749759674072,62.331,143.668,7.652,0.05,0.17,0.3,0.01,-0.54,0.23,-13.95,2.32,6,32,129,203,1023.0,0.625,10.25,0.3,0.2,-0.01,7.08,0.0,-1,0.72,0.14,5.75,1.14,32.42,4.37,COCD,-,99.999,9.99,-
346,NGC_1513,-,4.1617,62.42549657821655,49.51,152.559,-1.611,0.025,0.085,0.155,-1.08,-3.49,0.21,-15.13,1.04,1,14,121,266,1400.0,0.67,10.946,0.322,0.215,-0.01,8.5,0.0,-1,2.0,0.37,5.48,0.7,21.46,4.59,DIAS,-,99.999,9.99,-
350,FSR_0674,-,4.2063,63.094496726989746,48.728,153.412,-1.885,0.025,0.06,0.13,-2.37,-1.78,0.43,999.99,99.99,0,12,30,73,3400.0,1.02,12.986,0.49,0.327,0.025,8.56,0.0,-1,1.27,0.22,14.69,2.71,5.96,0.91,DIAS,irc,99.999,9.99,-
353,NGC_1528,-,4.2565,63.847496509552,51.19,152.07,0.235,0.05,0.16,0.45,1.2,-1.38,0.21,-9.15,0.4,2,13,107,627,950.0,0.25,9.969,0.12,0.08,0.0,8.55,0.0,-1,1.66,0.29,8.74,1.45,15.5,1.44,COCD,-,99.999,9.99,-
357,FSR_0765,-,4.2995,64.49249982833862,26.211,170.319,-17.116,0.025,0.08,0.17,2.57,-4.97,0.39,8.9,12.92,5,6,24,65,2100.0,0.4,11.74,0.192,0.128,-0.01,9.315,0.036,9,0.93,0.37,10.72,4.81,2.87,0.93,FPOS,-,99.999,9.99,-
359,Waterloo_1,-,4.3105,64.65750217437744,52.86,151.267,1.781,0.025,0.065,0.13,-2.79,3.27,0.48,999.99,99.99,0,6,22,49,4400.0,0.91,13.51,0.437,0.291,0.0,8.6,0.078,7,1.87,0.66,20.01,7.77,0.89,0.24,DIAS,dub,99.999,9.99,-
362,IC_361,-,4.316,64.73999977111816,58.25,147.511,5.656,0.04,0.12,0.22,5.76,-5.44,0.19,999.99,99.99,0,36,145,255,3000.0,0.65,12.595,0.312,0.208,0.0,8.982,0.022,69,1.48,0.32,18.82,4.63,4.61,0.83,DIAS,-,99.999,9.99,-
368,Berkeley_11,-,4.341,65.11500120162964,44.915,157.06,-3.667,0.015,0.07,0.165,-1.73,-6.53,0.27,999.99,99.99,0,7,59,188,1964.0,0.666,11.68,0.32,0.213,-0.02,8.7,0.0,-1,0.39,0.17,9.44,4.34,8.74,4.55,DIAS,-,99.999,9.99,-
369,NGC_1545,-,4.353,65.29500246047974,50.252,153.381,0.204,0.02,0.07,0.13,-0.44,1.46,0.47,-10.84,0.1,1,4,26,70,863.0,0.354,9.794,0.17,0.113,-0.04,8.81,0.017,2,0.5,0.18,2.91,1.04,17.49,4.02,COCD,-,-0.06,0.09,-
371,NGC_1548,-,4.3555,65.33250331878662,36.92,162.887,-9.184,0.015,0.06,0.13,-0.95,-3.66,0.51,999.99,99.99,0,4,20,71,2501.0,1.099,12.344,0.528,0.352,0.02,9.02,0.035,8,0.92,0.29,7.72,2.57,5.11,1.24,DIAS,non,99.999,9.99,-
372,FSR_0762,-,4.3617,65.42550086975098,27.235,170.129,-15.809,0.02,0.06,0.125,0.18,-4.9,0.73,20.1,7.65,5,4,14,36,2500.0,0.899,12.279,0.432,0.288,0.0,8.3,0.0,-1,0.95,0.42,9.15,4.28,2.17,0.74,FPOS,-,99.999,9.99,-
375,FSR_0756,-,4.4036,66.05400323867798,29.715,168.635,-13.719,0.012,0.055,0.105,1.1,-4.45,0.71,999.99,99.99,0,2,14,39,2702.0,0.75,12.4,0.36,0.24,0.03,8.795,0.029,3,0.77,0.37,10.95,5.95,2.29,0.99,DIAS,-,99.999,9.99,-
381,Czernik_18,-,4.4638,66.9569993019104,30.945,168.248,-12.312,0.025,0.07,0.14,-2.65,-6.15,0.39,999.99,99.99,0,10,38,90,1263.0,0.6,10.7,0.288,0.192,-0.03,8.68,0.0,1,0.53,0.15,5.96,1.83,17.89,3.85,DIAS,-,99.999,9.99,-
388,NGC_1582,-,4.525,67.87500143051147,43.79,159.245,-3.033,0.035,0.13,0.41,-1.67,-1.64,0.21,5.53,1.0,3,13,88,890,1000.0,0.2,10.064,0.096,0.064,-0.02,8.665,0.069,2,6.3,3.21,10.7,2.45,3.8,3.8,COCD,-,99.999,9.99,-
394,NGC_1605,-,4.582,68.72999668121338,45.275,158.57,-1.577,0.02,0.055,0.115,-0.47,-3.08,0.32,999.99,99.99,0,14,54,140,2600.0,0.97,12.387,0.466,0.311,0.0,7.61,0.0,-1,0.88,0.16,9.04,1.79,12.96,1.92,DIAS,-,99.999,9.99,-
399,IRAS_04324+5106,-,4.606,69.08999919891357,51.18,154.37,2.582,0.012,0.075,0.135,-2.45,-4.79,0.57,999.99,99.99,0,2,14,43,6408.0,1.978,14.67,0.95,0.634,0.0,8.38,0.141,5,1.52,0.68,29.42,14.72,0.45,0.23,BIEM,irc,99.999,9.99,-
404,Berkeley_67,-,4.63,69.45000171661377,50.775,154.823,2.479,0.015,0.085,0.155,0.09,-1.49,0.23,999.99,99.99,0,6,86,155,2000.0,0.7,11.73,0.336,0.224,-0.02,9.242,0.029,27,0.85,0.15,9.55,1.79,15.56,2.26,DIAS,dub,99.999,9.99,-
407,FSR_0768,-,4.662,69.93000268936157,29.745,170.901,-11.182,0.01,0.07,0.13,-1.74,-7.83,0.52,999.99,99.99,0,2,17,48,2289.0,0.937,12.1,0.45,0.3,0.02,8.85,0.0,-1,1.06,0.27,10.43,2.42,2.28,0.58,FPOS,-,99.999,9.99,-
412,Berkeley_68,-,4.741,71.11500263214111,42.1,162.09,-2.397,0.02,0.1,0.165,-5.86,0.3,0.25,999.99,99.99,0,8,85,160,1800.0,0.67,11.492,0.322,0.215,0.0,9.11,0.0,-1,0.66,0.21,8.37,2.87,6.86,2.08,DIAS,-,99.999,9.99,-
413,Berkeley_12,-,4.7405,71.10749959945679,42.69,161.639,-2.016,0.025,0.1,0.17,-5.57,-1.34,0.18,999.99,99.99,0,16,115,234,3300.0,0.7,12.818,0.336,0.224,-0.02,9.6,0.0,-1,1.96,0.19,18.0,1.94,12.09,0.81,DIAS,-,0.07,9.99,-
416,NGC_1647,-,4.7665,71.49749994277954,19.17,180.297,-16.731,0.035,0.45,0.75,-1.94,-3.56,0.19,-6.12,0.39,1,8,320,618,572.0,0.354,8.901,0.17,0.113,-0.02,8.3,0.057,6,2.31,0.27,9.36,0.93,37.65,2.91,COCD,-,99.999,9.99,-
419,Alessi_2,-,4.771,71.56499862670898,55.255,152.271,6.379,0.04,0.13,0.335,-0.91,-0.75,0.36,999.99,99.99,0,7,40,190,520.0,0.15,8.628,0.072,0.048,-0.01,8.698,0.033,4,2.2,0.61,4.54,0.72,25.32,11.62,COCD,-,99.999,9.99,-
